Textos_espanol;sdg
Según el Informe sobre el Consumo de Drogas en las Américas de 2015,3' se informó que la prevalencia anual de cannabis entre los estudiantes de secundaria en América Central fue más alta en Belice, con un 15,8 %, y más baja en Honduras, con un poco más del 1 %. centavo. Se informaron tasas de prevalencia de menos del 5 por ciento en Antigua y Barbuda, Barbados, Dominica, República Dominicana, El Salvador, Guyana, Haití, Honduras, Panamá, Saint Kitts y Nevis y San Vicente y las Granadinas. Según el Informe sobre el Consumo de Drogas en las Américas de 2015, la prevalencia anual del uso indebido de cocaína entre estudiantes de secundaria en el Caribe oscila entre el 0,5 % y un poco más del 2 %.;3
Las puntuaciones de la calidad de vida relacionada con la salud fueron significativamente más bajas para los encuestados con EDA en comparación con otros encuestados. En consecuencia, la pérdida de productividad por enfermedad de larga duración y discapacidad aumentó en las personas que habían sufrido ADE en comparación con otros encuestados. Si los pacientes están en edad de trabajar, el empeoramiento de la salud causado por los daños puede impedirles participar en la vida laboral, lo que se traduce en una pérdida de años de vida productiva. Más allá del impacto negativo sobre la autoestima y las pérdidas económicas personales derivadas de la reducción de ingresos, los efectos derivados incluyen mayores necesidades de apoyo y cuidados, mayor dependencia de la asistencia social y pérdida de ingresos fiscales.;3
Debido a que el 90% de los hospitales psiquiátricos, que son los principales proveedores de atención de salud mental, son instituciones de propiedad privada (sin fines de lucro), el cambio en la prestación de atención se persigue principalmente a través de este incentivo del sistema de pago. La revisión de la primavera de 2014 de este programa de tarifas incluyó una serie de disposiciones importantes para la atención de la salud mental que buscan cambiar la prestación de la atención en línea con los objetivos de la política (ver Cuadro 4.1). Esto incluyó revisiones al reembolso de los servicios de salud mental.;3
El cannabis sigue siendo la droga más traficada y abusada en la región, principalmente debido al cultivo doméstico. En su período de informe de julio de 2013 a junio de 2014, Australia registró 93.000 incautaciones de drogas con un peso total de más de 27 toneladas, las cifras más altas registradas a nivel nacional. Las incautaciones policiales y aduaneras de estimulantes de tipo anfetamínico en el país también fueron las más altas registradas.;3
Cuando se considera la utilización de servicios psiquiátricos y otros servicios médicos en relación con el desempleo, se ha encontrado repetidamente que el desempleo, el subempleo y la discapacidad están estrechamente relacionados con el uso del servicio. Un análisis de todas las hospitalizaciones psiquiátricas en Suiza entre 2000 y 2004 mostró un riesgo de hospitalización de hasta 17 veces para las personas desempleadas en comparación con los pacientes empleados a tiempo completo (Kuhl y Herdt, 2007). En este análisis, la diferencia relacionada con el trabajo en los días de hospitalización es sustancial.;3
Pocos gobiernos locales establecieron hospitales metálicos y, en cambio, la mayoría de los gobiernos locales llamaron a hospitales privados para que prestaran servicios. En 1950 se aprobó la Ley de Higiene Mental, que dictaba que el internamiento de las personas con problemas de salud mental debía ser en hospitales psiquiátricos (Tatara y Okamoto, 2009). Se incluía el ingreso involuntario, que podía realizarse por orden administrativa, o por consentimiento apoderado de una persona legalmente responsable (Asai, 1999).;3
El proyecto involucró a 15 clínicas primarias y 239 pacientes. Después de que los pacientes transmitieran información biométrica medida por ellos mismos al sistema de monitoreo a través de la puerta de enlace en una aplicación de teléfono inteligente, los médicos revisaron los datos y dieron retroalimentación directamente a cada persona. Entre el inicio del proyecto y tres meses después, para el grupo de prueba, los niveles de HbAlc disminuyeron en promedio 0,64 puntos porcentuales, de 7,98 a 7,35 puntos porcentuales, mientras que para el grupo de control la caída fue de 0,36 puntos porcentuales.;3
Estos niños y jóvenes pueden ser objeto de abusos físicos y sexuales, problemas psicológicos, adicción y otras consecuencias perjudiciales. Las mujeres se ven especialmente afectadas por las consecuencias del consumo de drogas, como las enfermedades de transmisión sexual y las consecuencias de la violencia doméstica, además de tener más probabilidades de verse afectadas por la delincuencia facilitada por las drogas. El consumo de drogas y la pobreza suelen estar relacionados de múltiples maneras.;3
Después de una breve descripción de las enfermedades cardiovasculares y la diabetes, se examinarán las tendencias de la mortalidad y la morbilidad. Resume hallazgos recientes que buscan explicar algunas de estas tendencias recientes. Este capítulo también evaluará la carga de mortalidad y morbilidad en los países según el género y la edad. Finalmente, este capítulo describirá la carga económica en términos de costos directos de atención médica.;3
El personal de atención primaria, tanto en centros sanitarios públicos como privados, es predominantemente asalariado. Las licencias no están limitadas en el tiempo y los médicos de familia no tienen que volver a solicitarlas para conservarlas. Al igual que ocurre con el resto del personal sanitario, no existen sistemas nacionales formales de formación médica continua y desarrollo profesional para los médicos de familia y demás personal de atención primaria, ni de recertificación.;3
"El artículo 24 establece que ""las personas indígenas tienen derecho al disfrute del más alto nivel posible de salud física y mental"" y que ""los Estados adoptarán las medidas necesarias para lograr progresivamente la plena efectividad de este derecho"".467 ""Los pueblos indígenas tienen derecho a sus medicinas tradicionales y a mantener sus prácticas de salud, incluida la conservación de sus plantas medicinales, animales y minerales vitales"". El artículo 8 de esta ley otorga a los indígenas el derecho a la atención médica gratuita en los establecimientos de salud estatales y municipales en el marco del Programa de Garantías Estatales del Seguro Obligatorio de Salud.48"" Como se ha descrito anteriormente, el marco jurídico es amplio e incluye disposiciones específicas para el acceso de los pueblos indígenas a los servicios de salud. El primer marco se centra en los elementos básicos del derecho a la salud, el segundo en los elementos básicos del acceso a la atención sanitaria y el tercero en los factores determinantes de la salud indígena.";3
Esto sugiere que los servicios comunitarios pueden estar luchando para proporcionar una atención adecuada. En este capítulo se examina en qué medida las disposiciones actuales están en consonancia con esta ambición y qué más hay que hacer, sobre todo en términos de control y mejora de la calidad, para alcanzarla. El capítulo defiende que se empiece a trabajar ya para profesionalizar y definir una especialidad de atención primaria, basada en una visión clara y consensuada de cómo la especialidad se diferenciará en conocimientos, competencias, funciones y responsabilidades de los actuales generalistas comunitarios. TambiÃ©n serÃ¡ necesario reforzar la infraestructura de la informaciÃ³n, introducir posibles reformas en los sistemas de pago y prestar especial atenciÃ³n al papel de los especialistas de atenciÃ³n primaria en la coordinaciÃ³n de la asistencia. En el apartado 2.4 se describen los retos a los que deberá hacer frente la atención primaria, incluido el envejecimiento de la sociedad, y en el apartado 2.5 se examina en qué medida las disposiciones actuales son adecuadas para afrontarlos. Las secciones 2.6 y 2.7 describen los pasos que Japón debería dar para desarrollar una plantilla de atención primaria diferenciada y especializada y para integrar el control y la mejora de la calidad desde el principio.;3
